season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1,1,3,5,0,6,0,2,0.36,0.3636,0.93,0.0896,1,1,2
4,0,11,7,0,3,1,1,0.3,0.3333,0.81,0.0,11,240,251
4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39,135,174
1,0,1,13,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31
2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79
4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527
1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.19399999999999998,43,114,157
3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.19399999999999998,96,242,338
4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,5,116,121
1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
4,1,12,8,0,2,1,2,0.34,0.303,0.61,0.2985,16,708,724
3,1,7,2,0,1,1,2,0.66,0.5909,0.94,0.0896,3,14,17
1,1,1,13,0,6,0,2,0.2,0.19699999999999998,0.8,0.2537,10,66,76
4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198
1,1,1,12,0,5,1,1,0.24,0.19699999999999998,0.38,0.4925,14,140,154
4,0,11,6,0,6,0,1,0.26,0.2424,0.6,0.2537,3,20,23
1,0,1,10,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64
1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20
1,0,12,7,0,4,1,1,0.34,0.3636,0.93,0.0,4,182,186
4,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,17,85,102
1,1,12,21,0,5,1,2,0.24,0.2424,0.7,0.1343,17,75,92
3,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,85,204,289
4,0,11,10,0,5,1,1,0.26,0.2424,0.41,0.2836,10,105,115
2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28
4,0,11,23,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66
2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54
2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.19399999999999998,10,38,48
1,1,12,0,0,5,1,3,0.42,0.4242,0.88,0.2985,0,17,17
3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6
1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6
1,1,3,23,0,6,0,1,0.42,0.4242,0.24,0.0,12,94,106
4,0,12,6,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87
4,1,11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,195
3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.19399999999999998,29,78,107
4,0,10,20,0,4,1,1,0.5,0.4848,0.77,0.1045,29,231,260
1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60
3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170
4,0,12,8,0,1,1,2,0.16,0.1818,0.8,0.1045,7,378,385
3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245
4,0,12,3,0,0,0,1,0.28,0.3182,0.75,0.0,7,34,41
1,0,1,5,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4
1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.19399999999999998,3,6,9
2,0,5,13,0,1,1,2,0.74,0.6818,0.58,0.4179,49,155,204
3,1,9,5,0,0,0,1,0.5,0.4848,0.72,0.0,3,10,13
2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128
2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434
2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,8,376,384
2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539
1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0.0,10,95,105
1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45
3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291
1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146
3,1,8,20,0,3,1,1,0.64,0.6061,0.73,0.19399999999999998,59,332,391
1,1,3,2,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10
4,1,11,1,0,1,1,1,0.2,0.2576,0.69,0.0,1,9,10
2,0,5,16,0,2,1,1,0.66,0.6212,0.69,0.19399999999999998,52,225,277
4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,7,29,36
4,0,10,19,0,0,0,1,0.46,0.4545,0.77,0.0,53,140,193
2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138
1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57
1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31
1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0.0,3,15,18
4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123
1,0,1,4,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2
2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50
4,0,11,19,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111
1,1,1,0,0,3,1,1,0.26,0.303,0.93,0.0,6,25,31
3,0,8,8,0,4,1,1,0.66,0.6212,0.74,0.2836,27,393,420
3,0,7,12,0,0,0,1,0.76,0.6970000000000001,0.55,0.2836,177,243,420
4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59
4,0,11,20,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68
3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359
2,1,5,11,0,4,1,1,0.52,0.5,0.48,0.5224,77,179,256
4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,20
2,0,4,5,0,0,0,1,0.28,0.2727,0.65,0.2239,1,4,5
1,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,2,88,90
2,1,5,17,0,6,0,1,0.74,0.6515,0.3,0.0896,279,347,626
1,1,1,11,0,0,0,3,0.16,0.1515,0.8,0.2537,18,115,133
1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746
1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68
4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36
3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15
1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101
1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8
2,1,5,14,0,2,1,3,0.62,0.6061,0.69,0.3284,8,63,71
4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10
3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204
4,0,12,11,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160
4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235
2,1,5,20,0,2,1,1,0.64,0.6061,0.73,0.2537,54,319,373
3,1,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58
2,1,5,14,0,1,1,2,0.62,0.5909,0.73,0.2537,43,128,171
3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0.0,1,23,24
4,0,11,4,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4
3,1,6,1,0,4,1,1,0.66,0.6212,0.54,0.0,11,14,25
3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15
4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213
4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.19399999999999998,3,24,27
3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163
1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19
4,1,11,6,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,11
1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76
2,1,5,7,0,0,0,1,0.52,0.5,0.68,0.1642,18,42,60
3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,127,184,311
1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140
4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.19399999999999998,18,477,495
3,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,30,130,160
4,0,10,5,0,4,1,2,0.54,0.5152,1.0,0.1045,1,16,17
2,0,5,8,0,3,1,1,0.64,0.6061,0.69,0.2239,36,495,531
4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109
2,0,3,18,0,3,1,2,0.26,0.2576,0.93,0.2239,6,79,85
3,1,9,1,0,6,0,1,0.72,0.6970000000000001,0.74,0.1343,11,68,79
2,1,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16
3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296
1,1,2,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469
3,0,9,2,0,6,0,2,0.6,0.5,0.97,0.1045,18,46,64
2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,26,66,92
3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111
1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
1,1,12,17,0,0,0,1,0.32,0.3182,0.49,0.19399999999999998,21,93,114
2,1,5,19,0,4,1,1,0.7,0.6515,0.61,0.2985,76,416,492
3,1,8,15,0,4,1,1,0.78,0.6970000000000001,0.46,0.1343,104,201,305
1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383
1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116
3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0.0,1,1,2
1,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985,8,398,406
3,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1642,6,10,16
3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.19399999999999998,2,10,12
2,0,4,22,0,5,1,1,0.3,0.303,0.56,0.1642,10,64,74
4,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485
4,0,12,12,0,5,1,2,0.34,0.303,0.42,0.3582,10,163,173
2,0,3,0,0,2,1,1,0.26,0.2273,0.28,0.3284,1,15,16
1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,10,220,230
3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0.0,0,12,12
2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16
3,0,7,17,0,3,1,1,0.7,0.6667,0.79,0.0,70,418,488
4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57
4,0,12,10,0,6,0,1,0.32,0.3333,0.61,0.1343,22,173,195
3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163
4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178
2,1,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632
3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283
2,0,6,19,0,3,1,1,0.82,0.8029999999999999,0.59,0.1343,61,323,384
4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278
2,0,5,4,0,2,1,1,0.66,0.6061,0.83,0.0896,0,3,3
1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,1,71,72
3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217
4,1,10,10,0,3,1,2,0.54,0.5152,0.73,0.0,29,142,171
2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84
4,0,10,18,0,0,0,1,0.36,0.3485,0.4,0.1343,51,162,213
2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89
1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32
2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13
2,0,5,21,0,0,0,2,0.46,0.4545,0.82,0.0,23,82,105
1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284,7,111,118
4,0,11,18,0,5,1,1,0.42,0.4242,0.32,0.4627,35,339,374
3,1,7,12,0,0,0,1,0.9,0.8182,0.37,0.2239,114,319,433
4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.19399999999999998,4,32,36
1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33
4,1,12,16,0,6,0,2,0.38,0.3939,0.66,0.0,89,354,443
2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503
3,1,9,4,0,4,1,1,0.44,0.4394,0.77,0.1045,0,6,6
4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260
2,1,6,14,0,0,0,1,0.68,0.6364,0.36,0.3284,267,411,678
1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197
4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,11,65,76
3,0,7,1,0,6,0,1,0.76,0.6970000000000001,0.55,0.0896,15,75,90
3,0,9,7,0,4,1,3,0.62,0.5455,0.94,0.1045,7,172,179
2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,85,189,274
1,0,2,10,0,4,1,1,0.12,0.1061,0.42,0.2985,1,34,35
4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,1,4,5
1,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,4,74,78
4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56
3,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,1,11,12
3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,21
4,1,12,0,0,1,1,2,0.38,0.3939,0.87,0.0,2,26,28
4,0,12,1,0,0,0,1,0.3,0.3182,0.75,0.0896,20,54,74
3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584
3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233
3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303
4,0,11,17,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380
1,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4
3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284
3,0,9,20,0,3,1,2,0.72,0.6667,0.58,0.4179,40,221,261
2,1,3,16,0,3,1,1,0.58,0.5455,0.73,0.0,91,287,378
3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559
2,1,6,8,0,6,0,1,0.54,0.5152,0.64,0.1642,30,180,210
4,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,301
2,0,5,21,0,0,0,1,0.68,0.6364,0.83,0.1642,107,122,229
2,0,5,7,0,2,1,3,0.64,0.5909,0.78,0.19399999999999998,26,288,314
2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136
1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70
1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3
4,0,12,23,0,2,1,1,0.26,0.303,0.7,0.0,4,55,59
4,0,11,3,0,6,0,1,0.3,0.2727,0.52,0.2985,0,8,8
2,1,5,22,0,1,1,2,0.54,0.5152,0.45,0.2537,26,147,173
1,0,1,21,0,2,1,3,0.16,0.19699999999999998,0.86,0.0896,0,20,20
1,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44
2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.19399999999999998,85,700,785
3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130
4,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44
3,1,6,12,0,5,1,2,0.92,0.8788,0.4,0.2537,53,173,226
4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68
1,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,11,169,180
2,1,5,17,0,6,0,2,0.66,0.6212,0.36,0.19399999999999998,233,343,576
2,0,5,0,0,5,1,1,0.46,0.4545,0.94,0.0896,15,33,48
4,0,10,13,0,4,1,1,0.56,0.5303,0.46,0.0896,33,158,191
2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440
1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0.0,16,56,72
2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130
2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,41,231,272
1,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,15,474,489
3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95
1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194
4,0,11,10,0,6,0,1,0.32,0.303,0.53,0.2537,56,171,227
4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459
2,0,5,18,0,2,1,1,0.6,0.5909,0.69,0.2985,54,426,480
1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.19399999999999998,3,32,35
2,0,5,22,0,1,1,2,0.6,0.5909,0.73,0.0,28,97,125
2,1,4,0,0,4,1,1,0.52,0.5,0.23,0.4179,12,33,45
3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55
3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11
4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,13,665,678
2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.19399999999999998,19,174,193
2,1,5,19,0,0,0,1,0.66,0.6212,0.61,0.4179,142,260,402
1,1,12,17,0,5,1,1,0.24,0.2424,0.6,0.1343,43,228,271
2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,55,343,398
1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896,3,70,73
3,0,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,41,251,292
2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125
1,1,3,10,0,4,1,1,0.52,0.5,0.55,0.1642,11,122,133
3,1,8,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464
2,0,3,17,0,2,1,1,0.4,0.4091,0.2,0.1343,34,265,299
3,1,8,5,0,2,1,1,0.56,0.5303,0.83,0.0896,4,30,34
2,0,4,4,0,1,1,1,0.38,0.3939,0.71,0.2985,1,1,2
3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0.0,29,79,108
1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
2,1,5,11,0,5,1,2,0.7,0.6515,0.61,0.0,77,181,258
2,1,4,5,0,5,1,1,0.42,0.4242,0.94,0.0,1,24,25
2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,63,160,223
3,0,8,21,0,3,1,2,0.68,0.6364,0.89,0.1343,7,81,88
4,0,11,6,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103
1,0,1,14,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77
2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38
3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0.0,3,9,12
1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.19399999999999998,5,85,90
4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179
3,0,8,16,0,2,1,1,0.8,0.7121,0.41,0.2239,55,248,303
1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24
4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0.0,3,104,107
1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881,15,44,59
2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,47,99,146
4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239
1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301
4,0,11,9,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193
1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72
4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.19399999999999998,23,122,145
2,1,4,19,0,5,1,1,0.6,0.6212,0.53,0.19399999999999998,82,410,492
2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466
2,0,5,18,0,0,0,1,0.56,0.5303,0.78,0.2537,60,177,237
3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54
4,0,10,4,0,0,0,2,0.34,0.3182,0.87,0.2537,4,3,7
4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,11,47,58
4,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144
4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,0,10,10
2,1,5,10,0,5,1,1,0.6,0.6212,0.46,0.1343,74,181,255
1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.19399999999999998,26,246,272
2,0,6,11,0,2,1,2,0.76,0.6970000000000001,0.52,0.2537,38,113,151
3,1,8,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673
1,1,2,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280
3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,87,154,241
1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57
1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28
1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289
3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,29,498,527
2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.19399999999999998,29,79,108
1,0,2,19,0,5,1,1,0.26,0.303,0.33,0.0,7,94,101
3,0,7,8,0,5,1,2,0.72,0.6970000000000001,0.74,0.2537,36,421,457
4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146
4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75
4,1,12,12,0,1,1,3,0.44,0.4394,1.0,0.2239,23,150,173
1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7
3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,5,17,22
4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2
2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131
2,0,5,16,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,194,167,361
1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,4,119,123
2,0,6,4,0,4,1,1,0.66,0.6212,0.41,0.19399999999999998,0,3,3
1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93
3,0,9,10,0,0,0,1,0.5,0.4848,0.72,0.1642,82,178,260
1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75
2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304
3,1,8,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245
3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34
1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100
3,1,6,23,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87
2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4
1,0,2,11,0,3,1,2,0.24,0.2273,0.93,0.19399999999999998,5,47,52
3,0,9,19,0,5,1,1,0.66,0.6212,0.69,0.1343,67,220,287
4,0,11,7,0,0,0,1,0.26,0.2727,0.87,0.1045,4,24,28
1,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311
4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300
3,1,9,11,0,0,0,2,0.74,0.6970000000000001,0.7,0.0,226,263,489
1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
1,0,1,12,0,6,0,2,0.2,0.19699999999999998,0.59,0.19399999999999998,12,66,78
4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0.0,6,31,37
3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0.0,171,245,416
3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108
2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8
3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,5,14,19
3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10
1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,4,413,417
2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7
1,0,1,16,0,0,0,1,0.3,0.3333,0.56,0.0,19,104,123
4,0,10,16,0,2,1,1,0.56,0.5303,0.37,0.19399999999999998,52,233,285
1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224
4,0,10,10,0,5,1,1,0.34,0.3182,0.57,0.2239,28,102,130
1,1,1,9,0,5,1,3,0.5,0.4848,0.88,0.2836,6,101,107
3,0,6,9,0,3,1,1,0.72,0.6970000000000001,0.79,0.1642,14,205,219
3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985,5,24,29
3,0,8,23,0,1,1,1,0.74,0.6970000000000001,0.66,0.1045,19,53,72
3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,44,136,180
4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56,438,494
3,1,8,12,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546
2,0,5,7,0,2,1,2,0.54,0.5152,0.88,0.2239,17,248,265
4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0.0,3,28,31
2,0,5,4,0,0,0,1,0.6,0.5455,0.88,0.0896,13,10,23
2,0,6,6,0,3,1,2,0.68,0.6364,0.89,0.0896,7,121,128
1,0,1,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,57,536,593
3,0,8,15,0,4,1,2,0.74,0.6970000000000001,0.7,0.0,28,104,132
4,1,11,20,0,5,1,1,0.32,0.3485,0.66,0.0,12,233,245
4,1,10,6,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144
1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
1,0,1,15,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43
4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.19399999999999998,35,160,195
2,1,5,10,0,5,1,1,0.68,0.6364,0.79,0.1642,69,163,232
3,1,8,23,0,2,1,1,0.62,0.5758,0.83,0.0,23,113,136
3,1,8,1,0,4,1,1,0.64,0.6061,0.73,0.0,3,18,21
1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3
